timestamp,location,co,nh3,temperature,humidity,co2,voc,pm25,iaq
2025-11-25 13:26:50+05:30,1340,160.0,38.0,33.3,44.0,624,34,0,175.0
2025-11-25 13:27:51+05:30,1341,159.0,39.0,33.3,44.0,634,35,0,177.3
2025-11-25 13:28:53+05:30,1342,159.0,38.0,33.3,45.0,650,38,0,180.8
2025-11-25 13:29:56+05:30,1343,164.0,40.0,33.3,45.0,730,50,0,200.8
2025-11-25 13:30:58+05:30,1344,162.0,42.0,33.3,45.0,682,42,2,190.0
2025-11-25 13:31:59+05:30,1345,163.0,38.0,33.3,45.0,776,57,21,212.7
2025-11-25 13:33:01+05:30,1346,168.0,40.0,33.2,46.0,780,57,4,213.4
2025-11-25 13:34:03+05:30,1347,170.0,40.0,33.3,46.0,742,52,0,204.8
2025-11-25 13:35:04+05:30,1348,165.0,41.0,33.3,46.0,793,59,0,215.7
2025-11-25 13:36:07+05:30,1349,166.0,37.0,33.2,46.0,800,60,7,217.0
2025-11-25 13:37:08+05:30,1350,166.0,42.0,33.2,46.0,776,57,3,212.7
2025-11-25 13:38:12+05:30,1351,166.0,42.0,33.2,46.0,793,59,0,216.2
2025-11-25 13:39:14+05:30,1352,170.0,40.0,33.2,46.0,798,60,0,217.6
2025-11-25 13:40:17+05:30,1353,167.0,38.0,33.3,46.0,778,57,0,211.8
2025-11-25 13:41:18+05:30,1354,165.0,35.0,33.2,46.0,785,58,0,212.1
2025-11-25 13:42:21+05:30,1355,167.0,38.0,33.2,46.0,808,62,0,218.8
2025-11-25 13:43:22+05:30,1356,165.0,35.0,33.3,46.0,785,58,1,212.2
2025-11-25 13:44:24+05:30,1357,165.0,38.0,33.3,46.0,754,53,20,207.8
2025-11-25 13:45:26+05:30,1358,170.0,41.0,33.3,46.0,754,53,83,216.0
2025-11-25 13:46:31+05:30,1359,168.0,37.0,33.3,46.0,770,56,0,209.9
2025-11-25 13:47:33+05:30,1360,167.0,39.0,33.3,46.0,746,52,0,204.7
2025-11-25 13:48:40+05:30,1361,167.0,38.0,33.3,46.0,737,51,0,202.4
2025-11-25 13:49:41+05:30,1362,168.0,38.0,33.3,46.0,726,49,0,200.0
2025-11-25 13:50:43+05:30,1363,172.0,40.0,33.3,46.0,638,36,0,181.2
2025-11-25 13:51:45+05:30,1364,169.0,38.0,33.3,46.0,714,47,0,197.4
2025-11-25 13:52:46+05:30,1365,169.0,38.0,33.3,46.0,715,47,0,197.6
2025-11-25 13:53:48+05:30,1366,170.0,43.0,33.3,46.0,675,41,3,190.4
2025-11-25 13:54:50+05:30,1367,167.0,38.0,33.3,46.0,666,40,29,188.9
2025-11-25 13:55:51+05:30,1368,167.0,38.0,33.3,45.0,646,37,0,181.4
2025-11-25 13:57:58+05:30,1369,171.0,40.0,33.3,44.0,596,29,6,171.8
2025-11-25 13:59:00+05:30,1370,171.0,40.0,33.3,44.0,599,30,16,173.6
2025-11-25 14:00:02+05:30,1371,168.0,42.0,33.3,44.0,589,28,5,170.1
2025-11-25 14:01:04+05:30,1372,173.0,47.0,33.3,44.0,597,30,91,183.2
2025-11-25 14:02:06+05:30,1373,172.0,40.0,33.3,44.0,594,29,0,171.0
2025-11-25 14:03:07+05:30,1374,167.0,39.0,33.3,44.0,597,30,0,170.5
2025-11-25 14:04:08+05:30,1375,167.0,38.0,33.3,44.0,569,25,0,163.6
2025-11-25 14:05:09+05:30,1376,162.0,35.0,33.3,43.0,552,23,0,157.9
2025-11-25 14:06:11+05:30,1377,165.0,39.0,33.3,43.0,561,24,0,161.7
2025-11-25 14:07:12+05:30,1378,167.0,43.0,33.3,43.0,549,22,4,160.9
2025-11-25 14:08:13+05:30,1379,164.0,38.0,33.3,43.0,548,22,1,158.3
2025-11-25 14:09:15+05:30,1380,163.0,38.0,33.3,43.0,545,22,0,157.4
2025-11-25 14:10:18+05:30,1381,164.0,37.0,33.3,43.0,537,20,0,155.3
2025-11-25 14:11:19+05:30,1382,164.0,37.0,33.3,43.0,540,21,0,156.1
2025-11-25 14:12:20+05:30,1383,168.0,37.0,33.3,43.0,539,21,8,157.5
2025-11-25 14:13:22+05:30,1384,164.0,41.0,33.3,43.0,548,22,3,159.4
2025-11-25 14:14:23+05:30,1385,165.0,41.0,33.3,43.0,546,22,0,158.9
2025-11-25 14:15:24+05:30,1386,167.0,38.0,33.3,43.0,533,20,0,155.4
2025-11-25 14:16:27+05:30,1387,171.0,47.0,33.3,43.0,543,21,233,184.4
2025-11-25 14:17:28+05:30,1388,165.0,38.0,33.3,43.0,539,21,0,156.4
2025-11-25 14:18:30+05:30,1389,172.0,41.0,33.3,43.0,514,17,0,152.9
2025-11-25 14:19:31+05:30,1390,169.0,43.0,33.3,42.0,537,20,4,158.5
2025-11-25 14:20:33+05:30,1391,165.0,42.0,33.3,42.0,527,19,2,155.0
2025-11-25 14:21:35+05:30,1392,167.0,41.0,33.3,41.0,545,22,2,159.3
2025-11-25 14:22:36+05:30,1393,167.0,38.0,33.3,42.0,480,12,0,143.2
2025-11-25 14:23:38+05:30,1394,167.0,38.0,33.3,42.0,549,22,15,160.5
2025-11-25 14:24:40+05:30,1395,174.0,40.0,33.3,42.0,540,21,0,159.0
2025-11-25 14:25:41+05:30,1396,174.0,40.0,33.3,42.0,523,18,0,155.0
2025-11-25 14:26:44+05:30,1397,168.0,38.0,33.3,42.0,555,23,0,160.6
2025-11-25 14:27:46+05:30,1398,171.0,40.0,33.3,42.0,553,23,6,162.0
2025-11-25 14:28:47+05:30,1399,169.0,42.0,33.3,42.0,574,26,0,166.4
2025-11-25 14:29:49+05:30,1400,165.0,38.0,33.3,42.0,577,26,23,167.3
2025-11-25 14:30:50+05:30,1401,170.0,40.0,33.3,42.0,569,25,0,164.8
2025-11-25 14:31:52+05:30,1402,166.0,39.0,33.3,42.0,569,25,0,163.7
2025-11-25 14:32:54+05:30,1403,163.0,38.0,33.3,42.0,578,27,1,165.1
2025-11-25 14:33:56+05:30,1404,164.0,37.0,33.3,42.0,594,29,0,168.5
2025-11-25 14:34:57+05:30,1405,168.0,37.0,33.4,42.0,581,27,0,166.3
2025-11-25 14:35:59+05:30,1406,163.0,38.0,33.7,42.0,589,28,0,167.4
2025-11-25 14:37:01+05:30,1407,171.0,41.0,33.8,42.0,591,29,2,170.7
2025-11-25 14:38:02+05:30,1408,167.0,38.0,33.7,42.0,584,28,0,167.2
2025-11-25 14:39:04+05:30,1409,180.0,40.0,33.4,43.0,592,29,0,172.2
2025-11-25 14:40:06+05:30,1410,176.0,40.0,33.3,43.0,603,30,0,173.8
2025-11-25 14:41:07+05:30,1411,171.0,39.0,33.3,43.0,607,31,25,176.0
2025-11-25 14:42:09+05:30,1412,176.0,39.0,33.3,43.0,577,26,0,167.5
2025-11-25 14:43:11+05:30,1413,167.0,38.0,33.7,43.0,566,25,0,163.0
2025-11-25 14:44:12+05:30,1414,176.0,40.0,33.8,42.0,553,23,0,162.4
2025-11-25 14:45:14+05:30,1415,167.0,42.0,33.8,42.0,531,19,4,156.4
2025-11-25 14:46:35+05:30,1416,174.0,50.0,33.7,41.0,472,10,22,148.4
2025-11-25 14:47:37+05:30,1417,180.0,40.0,33.7,41.0,549,22,2,162.4
2025-11-25 14:48:38+05:30,1418,173.0,35.0,33.4,41.0,555,23,0,160.7
2025-11-25 14:49:40+05:30,1419,171.0,41.0,33.3,41.0,560,24,0,163.3
2025-11-25 14:50:41+05:30,1420,167.0,43.0,33.3,41.0,555,23,3,162.2
2025-11-25 14:51:44+05:30,1421,176.0,42.0,33.3,41.0,553,23,4,163.4
2025-11-25 14:52:46+05:30,1422,168.0,38.0,33.3,41.0,549,22,0,159.2
2025-11-25 14:53:47+05:30,1423,169.0,39.0,33.7,41.0,540,21,0,157.7
2025-11-25 14:54:49+05:30,1424,167.0,38.0,33.4,41.0,476,11,0,142.2
2025-11-25 14:55:51+05:30,1425,168.0,40.0,33.4,41.0,548,22,0,159.6
2025-11-25 14:56:53+05:30,1426,165.0,38.0,33.3,41.0,551,23,0,159.2
2025-11-25 14:57:54+05:30,1427,170.0,40.0,33.3,41.0,548,22,14,161.4
2025-11-25 14:58:56+05:30,1428,167.0,43.0,33.3,41.0,560,24,5,163.6
2025-11-25 14:59:57+05:30,1429,165.0,42.0,33.3,41.0,561,24,7,163.3
2025-11-25 15:00:59+05:30,1430,165.0,38.0,33.3,41.0,567,25,0,162.8
2025-11-25 15:02:00+05:30,1431,165.0,38.0,33.3,41.0,569,25,0,163.2
2025-11-25 15:03:02+05:30,1432,166.0,41.0,33.3,41.0,575,26,7,166.4
2025-11-25 15:04:04+05:30,1433,165.0,35.0,33.3,42.0,572,26,0,163.1
2025-11-25 15:05:05+05:30,1434,165.0,41.0,33.3,42.0,537,20,0,156.7
2025-11-25 15:06:07+05:30,1435,164.0,35.0,33.3,42.0,570,25,0,162.3
2025-11-25 15:07:08+05:30,1436,165.0,38.0,33.3,42.0,577,26,7,165.7
2025-11-25 15:08:10+05:30,1437,165.0,35.0,33.3,42.0,567,25,17,163.6
2025-11-25 15:09:12+05:30,1438,166.0,41.0,33.3,42.0,566,25,2,163.9
2025-11-25 15:10:13+05:30,1439,165.0,35.0,33.3,42.0,560,24,0,160.3
2025-11-25 15:11:15+05:30,1440,163.0,38.0,33.3,42.0,534,20,0,154.8
2025-11-25 15:12:16+05:30,1441,163.0,41.0,33.3,41.0,534,20,18,157.5
2025-11-25 15:13:18+05:30,1442,164.0,36.0,33.4,41.0,529,19,0,153.2
2025-11-25 15:14:20+05:30,1443,163.0,37.0,33.3,41.0,534,20,0,154.5
2025-11-25 15:15:22+05:30,1444,168.0,40.0,33.3,41.0,539,21,0,157.6
2025-11-25 15:16:23+05:30,1445,163.0,37.0,33.3,41.0,533,20,15,155.8
2025-11-25 15:17:25+05:30,1446,168.0,35.0,33.3,41.0,537,20,0,155.5
2025-11-25 15:18:26+05:30,1447,167.0,42.0,33.3,41.0,549,22,4,160.6
2025-11-25 15:19:28+05:30,1448,163.0,42.0,33.3,41.0,548,22,1,159.3
2025-11-25 15:20:30+05:30,1449,163.0,38.0,33.3,41.0,551,23,1,158.9
2025-11-25 15:21:31+05:30,1450,163.0,38.0,33.3,41.0,485,12,0,143.4
2025-11-25 15:22:33+05:30,1451,167.0,44.0,33.3,41.0,542,21,26,161.8
2025-11-25 15:23:35+05:30,1452,163.0,38.0,33.3,41.0,540,21,0,156.2
2025-11-25 15:24:37+05:30,1453,159.0,38.0,33.3,41.0,542,21,0,155.8
2025-11-25 15:25:38+05:30,1454,159.0,38.0,33.4,41.0,548,22,1,157.3
2025-11-25 15:26:40+05:30,1455,161.0,41.0,33.4,41.0,400,0,2,124.7
2025-11-25 15:27:42+05:30,1456,164.0,40.0,33.4,41.0,536,20,0,156.0
2025-11-25 15:28:43+05:30,1457,161.0,38.0,33.3,41.0,537,20,0,155.0
2025-11-25 15:29:45+05:30,1458,160.0,35.0,33.4,41.0,540,21,1,154.8
2025-11-25 15:30:47+05:30,1459,160.0,35.0,33.5,41.0,552,23,0,157.5
2025-11-25 15:31:48+05:30,1460,160.0,36.0,33.7,41.0,551,23,0,157.6
2025-11-25 15:32:50+05:30,1461,170.0,48.0,33.7,41.0,531,19,9,159.3
2025-11-25 15:33:52+05:30,1462,164.0,42.0,33.7,41.0,543,21,3,158.5
2025-11-25 15:34:53+05:30,1463,162.0,41.0,33.4,41.0,546,22,1,158.4
2025-11-25 15:35:55+05:30,1464,165.0,42.0,33.4,41.0,549,22,6,160.4
2025-11-25 15:36:57+05:30,1465,163.0,42.0,33.3,41.0,555,23,3,161.1
2025-11-25 15:37:58+05:30,1466,167.0,42.0,33.3,41.0,566,25,4,164.6
2025-11-25 15:39:00+05:30,1467,163.0,38.0,33.3,41.0,564,24,0,161.6
2025-11-25 15:40:02+05:30,1468,163.0,38.0,33.4,41.0,548,22,0,158.0
2025-11-25 15:41:04+05:30,1469,162.0,38.0,33.7,41.0,540,21,0,156.0
2025-11-25 15:42:05+05:30,1470,159.0,38.0,33.8,41.0,546,22,41,160.9
2025-11-25 15:43:07+05:30,1471,159.0,41.0,33.8,41.0,527,19,7,154.0
2025-11-25 15:44:10+05:30,1472,164.0,42.0,33.8,41.0,485,12,3,145.1
2025-11-25 15:45:14+05:30,1473,162.0,38.0,33.8,41.0,536,20,1,155.1
2025-11-25 15:46:16+05:30,1474,162.0,38.0,33.7,41.0,539,21,0,155.8
2025-11-25 15:47:18+05:30,1475,168.0,40.0,33.7,41.0,519,18,0,153.0
2025-11-25 15:48:20+05:30,1476,168.0,41.0,33.4,41.0,548,22,88,168.7
2025-11-25 15:49:24+05:30,1477,167.0,40.0,33.4,41.0,552,23,4,160.8
2025-11-25 15:50:26+05:30,1478,163.0,38.0,33.3,41.0,551,23,0,158.8
2025-11-25 15:51:28+05:30,1479,164.0,41.0,33.3,41.0,551,23,4,160.3
2025-11-25 15:52:29+05:30,1480,163.0,38.0,33.3,41.0,556,23,0,159.8
2025-11-25 15:53:31+05:30,1481,164.0,38.0,33.4,41.0,555,23,1,159.9
2025-11-25 15:54:32+05:30,1482,168.0,40.0,33.4,41.0,502,15,0,149.0
2025-11-25 15:55:34+05:30,1483,168.0,40.0,33.4,41.0,542,21,0,158.2
2025-11-25 15:56:36+05:30,1484,165.0,44.0,33.7,41.0,533,20,3,157.1
2025-11-25 15:57:39+05:30,1485,159.0,38.0,33.8,41.0,527,19,0,152.4
2025-11-25 15:58:40+05:30,1486,161.0,38.0,33.8,41.0,545,22,9,157.9
2025-11-25 15:59:42+05:30,1487,160.0,35.0,33.8,41.0,575,26,0,162.7
2025-11-25 16:00:43+05:30,1488,159.0,37.0,33.8,41.0,542,21,0,155.5
2025-11-25 16:01:45+05:30,1489,165.0,46.0,33.8,41.0,403,0,1,127.5
2025-11-25 16:02:48+05:30,1490,161.0,35.0,33.8,41.0,414,2,25,128.4
2025-11-25 16:03:50+05:30,1491,163.0,38.0,33.8,41.0,543,21,0,156.8
2025-11-25 16:04:52+05:30,1492,164.0,36.0,33.7,41.0,575,26,0,163.8
2025-11-25 16:05:53+05:30,1493,163.0,38.0,33.7,41.0,581,27,2,165.8
2025-11-25 16:06:55+05:30,1494,166.0,42.0,33.4,41.0,592,29,4,170.4
2025-11-25 16:07:57+05:30,1495,164.0,38.0,33.7,41.0,591,29,0,168.2
2025-11-25 16:08:58+05:30,1496,164.0,38.0,33.7,41.0,597,30,1,169.7
2025-11-25 16:10:00+05:30,1497,163.0,38.0,33.7,41.0,594,29,0,168.6
2025-11-25 16:11:02+05:30,1498,162.0,38.0,33.8,41.0,592,29,0,168.0
2025-11-25 16:12:04+05:30,1499,164.0,37.0,33.8,42.0,594,29,0,168.5
2025-11-25 16:13:05+05:30,1500,162.0,38.0,33.8,42.0,567,25,0,162.2
2025-11-25 16:14:07+05:30,1501,162.0,35.0,33.8,42.0,556,23,0,158.7
2025-11-25 16:15:09+05:30,1502,164.0,40.0,33.8,42.0,574,26,0,164.8
2025-11-25 16:16:10+05:30,1503,163.0,37.0,33.8,42.0,564,24,0,161.3
2025-11-25 16:17:12+05:30,1504,166.0,40.0,33.8,42.0,570,25,4,164.6
2025-11-25 16:18:13+05:30,1505,163.0,38.0,33.8,42.0,556,23,0,159.8
2025-11-25 16:19:15+05:30,1506,163.0,37.0,33.8,42.0,556,23,2,159.7
2025-11-25 16:20:17+05:30,1507,166.0,40.0,33.8,42.0,537,20,0,156.6
2025-11-25 16:21:18+05:30,1508,164.0,37.0,33.8,43.0,566,25,0,162.1
2025-11-25 16:22:20+05:30,1509,170.0,40.0,33.8,43.0,575,26,0,166.2
2025-11-25 16:23:21+05:30,1510,166.0,38.0,33.8,43.0,556,23,0,160.4
2025-11-25 16:24:24+05:30,1511,168.0,40.0,33.8,43.0,584,28,0,168.0
2025-11-25 16:25:25+05:30,1512,165.0,38.0,33.8,43.0,589,28,2,168.0
2025-11-25 16:26:27+05:30,1513,169.0,42.0,33.8,44.0,552,23,3,161.7
2025-11-25 16:27:28+05:30,1514,161.0,38.0,33.8,44.0,470,10,0,139.6
2025-11-25 16:28:30+05:30,1515,169.0,41.0,33.8,44.0,614,32,0,175.3
2025-11-25 16:29:32+05:30,1516,171.0,42.0,33.7,44.0,581,27,6,169.0
2025-11-25 16:30:33+05:30,1517,166.0,38.0,33.8,44.0,623,33,14,177.2
2025-11-25 16:31:35+05:30,1518,170.0,40.0,33.7,44.0,620,33,4,177.0
2025-11-25 16:32:37+05:30,1519,172.0,42.0,33.8,44.0,603,30,3,173.9
2025-11-25 16:33:39+05:30,1520,172.0,42.0,33.7,44.0,594,29,2,171.8
2025-11-25 16:34:41+05:30,1521,167.0,40.0,33.8,44.0,596,29,1,170.5
2025-11-25 16:35:43+05:30,1522,167.0,38.0,33.7,44.0,581,27,0,166.4
2025-11-25 16:36:44+05:30,1523,172.0,40.0,33.7,44.0,594,29,0,171.0
2025-11-25 16:37:49+05:30,1524,167.0,38.0,33.7,45.0,584,28,0,167.2
2025-11-25 16:38:50+05:30,1525,161.0,35.0,33.8,45.0,603,30,0,169.3
2025-11-25 16:39:52+05:30,1526,166.0,46.0,33.8,45.0,441,6,5,136.9
2025-11-25 16:40:53+05:30,1527,168.0,40.0,33.8,45.0,574,26,0,165.6
2025-11-25 16:41:55+05:30,1528,168.0,35.0,33.8,45.0,552,23,0,159.1
2025-11-25 16:42:56+05:30,1529,168.0,38.0,33.8,45.0,526,19,0,154.0
2025-11-25 16:43:58+05:30,1530,168.0,38.0,33.8,45.0,545,22,0,158.4
2025-11-25 16:44:59+05:30,1531,168.0,41.0,33.7,45.0,543,21,0,158.7
2025-11-25 16:46:00+05:30,1532,172.0,40.0,33.7,45.0,531,19,28,159.2
2025-11-25 16:47:02+05:30,1533,170.0,42.0,33.7,45.0,531,19,4,157.0
2025-11-25 16:48:03+05:30,1534,177.0,46.0,33.8,45.0,537,20,3,160.9
2025-11-25 16:49:05+05:30,1535,167.0,38.0,33.7,45.0,531,19,0,154.8
2025-11-25 16:50:06+05:30,1536,167.0,38.0,33.7,45.0,540,21,0,157.0
2025-11-25 16:51:08+05:30,1537,167.0,41.0,33.7,45.0,540,21,0,157.9
2025-11-25 16:52:10+05:30,1538,167.0,38.0,33.4,45.0,545,22,0,158.2
2025-11-25 16:53:12+05:30,1539,167.0,41.0,33.4,45.0,548,22,0,159.7
2025-11-25 16:54:13+05:30,1540,168.0,37.0,33.4,45.0,548,22,0,158.7
2025-11-25 16:55:15+05:30,1541,171.0,42.0,33.7,45.0,534,20,4,158.0
2025-11-25 16:56:18+05:30,1542,168.0,35.0,33.7,45.0,518,17,0,151.1
2025-11-25 16:57:20+05:30,1543,167.0,38.0,33.7,45.0,567,25,15,164.7
2025-11-25 16:58:22+05:30,1544,168.0,38.0,33.7,45.0,566,25,0,163.2
2025-11-25 16:59:23+05:30,1545,169.0,38.0,33.7,45.0,556,23,0,161.0
2025-11-25 17:00:26+05:30,1546,169.0,38.0,33.7,45.0,580,27,0,166.6
2025-11-25 17:01:27+05:30,1547,170.0,38.0,33.6,46.0,580,27,0,166.8
2025-11-25 17:02:29+05:30,1548,171.0,42.0,33.4,46.0,581,27,3,168.7
2025-11-25 17:03:30+05:30,1549,167.0,38.0,33.4,46.0,588,28,0,168.0
2025-11-25 17:04:32+05:30,1550,172.0,42.0,33.4,46.0,584,28,4,169.8
2025-11-25 17:05:33+05:30,1551,173.0,42.0,33.4,46.0,592,29,4,171.8
2025-11-25 17:06:35+05:30,1552,174.0,42.0,33.4,46.0,545,22,4,161.2
2025-11-25 17:07:37+05:30,1553,171.0,41.0,33.4,46.0,588,28,0,169.7
2025-11-25 17:08:38+05:30,1554,171.0,38.0,33.7,46.0,575,26,0,165.8
2025-11-25 17:09:40+05:30,1555,170.0,41.0,33.7,46.0,561,24,4,163.7
2025-11-25 17:10:41+05:30,1556,170.0,37.0,33.8,46.0,561,24,0,162.1
2025-11-25 17:11:43+05:30,1557,170.0,39.0,33.8,45.0,551,23,2,160.7
